#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Product Type,Vendor,Product
149,CVE-1999-1512,,,Exec Code,1999-12-31,2017-10-09,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Amavis,Virus Scanner
150,CVE-1999-1511,,,DoS Exec Code Overflow,1999-11-10,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Artisoft,Xtramail
151,CVE-1999-1510,,,DoS Exec Code Overflow,1999-05-17,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Bisonware,Bisonware Ftp Server
152,CVE-1999-1509,,,Dir. Trav.,1999-11-04,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Etype,Eserv
153,CVE-1999-1508,,,,1999-11-16,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Hardware,TEK,Phaser Network Printer 740
153,CVE-1999-1508,,,,1999-11-16,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Hardware,TEK,Phaser Network Printer 750
153,CVE-1999-1508,,,,1999-11-16,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Hardware,TEK,Phaser Network Printer 750dp
153,CVE-1999-1508,,,,1999-11-16,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Hardware,TEK,Phaser Network Printer 840
153,CVE-1999-1508,,,,1999-11-16,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Hardware,TEK,Phaser Network Printer 930
154,CVE-1999-1500,,,DoS,1999-10-01,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,True North,Internet Anywhere Mail Server
155,CVE-1999-1497,,,,1999-12-21,2008-09-05,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Application,Ipswitch,Imail
156,CVE-1999-1496,,,,1999-06-08,2017-12-18,2.1,None,Local,Low,Not required,Partial,None,None,OS,Debian,Debian Linux
156,CVE-1999-1496,,,,1999-06-08,2017-12-18,2.1,None,Local,Low,Not required,Partial,None,None,OS,Redhat,Linux
156,CVE-1999-1496,,,,1999-06-08,2017-12-18,2.1,None,Local,Low,Not required,Partial,None,None,Application,Todd Miller,Sudo
157,CVE-1999-1495,,,,1999-02-18,2017-12-18,2.1,None,Local,Low,Not required,None,None,Partial,OS,Suse,Suse Linux
158,CVE-1999-1488,,,,1999-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Application,IBM,System Data Repository
159,CVE-1999-1485,,,DoS,1999-05-31,2017-12-18,6.4,None,Remote,Low,Not required,Partial,None,Partial,OS,SGI,Irix
160,CVE-1999-1484,,,Exec Code Overflow,1999-09-24,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Msn Setup Bulletin Board Services
161,CVE-1999-1482,,,'+Priv,1999-02-19,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Svgalib,ZGV
162,CVE-1999-1481,,,Bypass,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,National Science Foundation,Squid Web Proxy
163,CVE-1999-1478,,,DoS,1999-07-06,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Internet Information Server
164,CVE-1999-1477,,,Overflow,1999-09-23,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Gnome,Gnome Libs
164,CVE-1999-1477,,,Overflow,1999-09-23,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Mandrakesoft,Mandrake Linux
165,CVE-1999-1476,,,DoS,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,None,None,Partial,Hardware,Intel,Pentium
165,CVE-1999-1476,,,DoS,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,None,None,Partial,Hardware,Intel,Pentuim
166,CVE-1999-1475,,,'+Priv,1999-11-19,2008-09-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Proftpd Project,Proftpd
167,CVE-1999-1474,,,,1999-12-31,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Powerpoint
168,CVE-1999-1473,,,,1999-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,IE
169,CVE-1999-1472,,,,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,IE
170,CVE-1999-1470,,,'+Priv,1999-06-24,2017-12-18,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Eastman Software,Work Management
171,CVE-1999-1469,,,Exec Code Overflow,1999-09-30,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Hughes Technologies,W3-auth
172,CVE-1999-1465,,,Bypass,1999-12-31,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Cisco,IOS
173,CVE-1999-1464,,,Bypass,1999-12-31,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Cisco,IOS
174,CVE-1999-1462,200.0,,'+Info,1999-12-31,2018-11-29,5.0,None,Remote,Low,Not required,Partial,None,None,Application,BB4,Big Brother
175,CVE-1999-1460,,,,1999-07-13,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,BMC,Patrol Agent
176,CVE-1999-1458,,,Overflow +Priv,1999-01-25,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Digital,Unix
177,CVE-1999-1457,,,Exec Code Overflow,1999-11-16,2008-09-10,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Thttpd,Thttpd Http Server
178,CVE-1999-1456,,,,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Thttpd,Thttpd Http Server
179,CVE-1999-1455,,,,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
180,CVE-1999-1454,,,Bypass,1999-10-04,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Macromedia,Matrix Screen Saver
181,CVE-1999-1453,,,,1999-02-02,2016-10-17,2.6,None,Remote,High,Not required,Partial,None,None,Application,Microsoft,IE
182,CVE-1999-1452,,,,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,Partial,None,None,OS,Microsoft,Windows Nt
183,CVE-1999-1451,,,,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
183,CVE-1999-1451,,,,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Site Server
184,CVE-1999-1450,,,'+Priv,1999-01-27,2008-09-10,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,SCO,Openserver
184,CVE-1999-1450,,,'+Priv,1999-01-27,2008-09-10,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,SCO,Unixware
185,CVE-1999-1444,,,,1999-12-31,2008-09-10,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Computer Software Manufaktur,Alibaba
186,CVE-1999-1440,,,,1999-01-01,2016-10-17,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Application,Mirabilis,Icq 98a
187,CVE-1999-1430,,,,1999-01-01,2016-10-17,2.1,None,Local,Low,Not required,Partial,None,None,Application,Royal,Davinci
188,CVE-1999-1422,,,,1999-01-02,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Slackware,Slackware Linux
189,CVE-1999-1418,,,,1999-05-01,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Mirabilis,Icq Web Front
190,CVE-1999-1414,,,'+Priv,1999-05-25,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,IBM,Netfinity Remote Control
191,CVE-1999-1412,,,DoS,1999-06-03,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Application,Apache,Http Server
191,CVE-1999-1412,,,DoS,1999-06-03,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,OS,Apple,Mac Os X
192,CVE-1999-1405,,,Exec Code,1999-02-17,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,OS,IBM,AIX
193,CVE-1999-1400,,,Bypass,1999-06-03,2016-10-17,2.1,None,Local,Low,Not required,Partial,None,None,Application,The Economist,The Economist 1999 Screen Saver
194,CVE-1999-1397,,,'+Info,1999-03-23,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Index Server
195,CVE-1999-1394,,,,1999-07-02,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,OS,BSD,BSD
196,CVE-1999-1393,,,Bypass,1999-05-21,2008-09-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Apple,Mac Os
197,CVE-1999-1386,,,,1999-12-31,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,Application,Larry Wall,Perl
198,CVE-1999-1382,,,'+Priv,1999-12-31,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Novell,Netware
199,CVE-1999-1379,,,,1999-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Dnstools Software,Dnstools
200,CVE-1999-1378,,,,1999-07-19,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Dbmlparser.exe,Dbmlparser.exe
201,CVE-1999-1377,,,,1999-09-09,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Matt Wright,Download.cgi
202,CVE-1999-1376,,,Exec Code Overflow,1999-01-14,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,Internet Information Server
203,CVE-1999-1375,,,,1999-02-11,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Internet Information Server
204,CVE-1999-1372,,,'+Priv,1999-02-19,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Triactive,Remote Management
205,CVE-1999-1371,,,Overflow +Priv,1999-03-08,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,SUN,Sunos
206,CVE-1999-1370,,,,1999-03-23,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Microsoft,IE
207,CVE-1999-1369,,,'+Priv,1999-04-14,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Realnetworks,Realserver
208,CVE-1999-1368,,,,1999-05-12,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,CA,Inoculateit
209,CVE-1999-1367,,,,1999-05-06,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Microsoft,IE
210,CVE-1999-1366,,,,1999-05-15,2016-10-17,3.6,None,Local,Low,Not required,Partial,Partial,None,Application,David Harris,Pegasus Mail
211,CVE-1999-1365,,,'+Priv Bypass,1999-06-28,2017-10-25,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Microsoft,Windows Nt
212,CVE-1999-1364,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
213,CVE-1999-1363,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
214,CVE-1999-1362,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
215,CVE-1999-1360,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
216,CVE-1999-1359,,,Bypass,1999-12-31,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
217,CVE-1999-1358,,,Bypass,1999-12-31,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows 2000
217,CVE-1999-1358,,,Bypass,1999-12-31,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
218,CVE-1999-1357,,,XSS,1999-10-05,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Netscape,Communicator
219,CVE-1999-1356,,,,1999-09-02,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Compaq,Smartstart
220,CVE-1999-1355,,,,1999-12-31,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Compaq,Insight Management Agent
220,CVE-1999-1355,,,,1999-12-31,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Compaq,Management Agents For Servers
221,CVE-1999-1354,,,,1999-08-30,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Softarc,Firstclass Internet Server
222,CVE-1999-1353,,,'+Priv,1999-09-07,2017-04-28,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Nosque,Msgcore
223,CVE-1999-1352,,,'+Priv,1999-09-28,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Linux,Linux Kernel
224,CVE-1999-1351,,,Dir. Trav.,1999-09-24,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Kvirc,Irc Client
225,CVE-1999-1350,,,'+Priv,1999-09-29,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Arcad Systemhaus,Arcad
226,CVE-1999-1349,,,DoS,1999-10-06,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Xlink Technology,Omni-nfs X Enterprise
227,CVE-1999-1348,,,DoS,1999-06-30,2016-10-17,2.1,None,Local,Low,Not required,None,None,Partial,OS,Redhat,Linux
228,CVE-1999-1347,,,Bypass,1999-10-07,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
229,CVE-1999-1346,,,,1999-10-07,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
230,CVE-1999-1345,,,,1999-10-05,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Auto Ftp,Auto Ftp
231,CVE-1999-1344,,,,1999-10-05,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Auto Ftp,Auto Ftp
232,CVE-1999-1343,,,DoS,1999-10-13,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,Xerox,Docucolor 4lp
233,CVE-1999-1342,,,DoS,1999-10-17,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,ICQ,Activelist Server
234,CVE-1999-1341,,,,1999-10-22,2018-09-11,4.6,User,Local,Low,Not required,Partial,Partial,Partial,OS,Linux,Linux Kernel
235,CVE-1999-1340,,,Overflow +Priv,1999-11-04,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Hylafax,Hylafax
236,CVE-1999-1339,,,DoS,1999-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Freebsd,Freebsd
236,CVE-1999-1339,,,DoS,1999-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Linux,Linux Kernel
237,CVE-1999-1338,,,,1999-07-21,2016-10-17,5.0,None,Remote,Low,Not required,None,Partial,None,Application,Delegate,Delegate
238,CVE-1999-1337,,,'+Priv,1999-08-01,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,Midnight Commander,Midnight Commander
239,CVE-1999-1336,,,DoS,1999-08-12,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Hardware,3com,Hiperarc
240,CVE-1999-1335,,,,1999-12-31,2017-10-09,6.4,None,Remote,Low,Not required,Partial,Partial,None,OS,Redhat,Linux
241,CVE-1999-1334,,,Exec Code Overflow,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Elm Development Group,ELM
242,CVE-1999-1333,,,Exec Code,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
243,CVE-1999-1332,,,,1999-12-31,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,OS,Redhat,Linux
244,CVE-1999-1331,,,DoS,1999-12-31,2008-09-10,2.1,None,Local,Low,Not required,None,None,Partial,OS,Redhat,Linux
245,CVE-1999-1330,,,Overflow,1999-12-31,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Debian,Debian Linux
245,CVE-1999-1330,,,Overflow,1999-12-31,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Redhat,Linux
246,CVE-1999-1329,,,Overflow +Priv,1999-12-31,2008-09-10,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Redhat,Linux
247,CVE-1999-1328,,,,1999-12-31,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Redhat,Linux
248,CVE-1999-1327,,,Overflow +Priv,1999-12-31,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Redhat,Linux
249,CVE-1999-1325,,,'+Priv,1999-12-31,2017-10-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Vax Vms,Sas System
250,CVE-1999-1324,,,,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,DEC,Dec Openvms Vax
251,CVE-1999-1323,,,,1999-04-09,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Symantec,Norton Antivirus
252,CVE-1999-1320,,,'+Priv,1999-12-31,2008-09-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Novell,Netware
253,CVE-1999-1317,,,'+Priv,1999-12-31,2017-10-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
254,CVE-1999-1316,,,,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OS,Microsoft,Windows Nt
255,CVE-1999-1315,,,DoS +Priv,1999-12-31,2008-09-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,DEC,Dec Openvms
256,CVE-1999-1307,,,'+Priv,1999-12-31,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Novell,Unixware
257,CVE-1999-1300,,,,1999-12-31,2008-09-05,3.6,None,Local,Low,Not required,Partial,Partial,None,OS,Cray,Unicos
258,CVE-1999-1294,,,,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,Partial,None,None,OS,Microsoft,Windows Nt
259,CVE-1999-1293,,,DoS,1999-12-31,2016-10-17,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Application,Apache,Http Server
260,CVE-1999-1290,,,DoS Exec Code Overflow,1999-12-31,2017-10-09,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Application,Chris Matthee,Nftp
261,CVE-1999-1287,,,,1999-12-31,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Stephen Turner,Analog
262,CVE-1999-1279,,,,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Microsoft,Sna Server
263,CVE-1999-1268,,,,1999-01-06,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,KDE,KDE
264,CVE-1999-1264,,,,1999-01-21,2017-12-19,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Hardware,Ramp Networks,Webramp
265,CVE-1999-1260,,,'+Info,1999-02-15,2017-12-18,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Application,Hughes,Msql
266,CVE-1999-1259,,,'+Info,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,Partial,None,None,Application,Microsoft,Office
267,CVE-1999-1256,,,,1999-03-04,2017-12-18,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Oracle,Database Assistant
268,CVE-1999-1255,,,,1999-02-19,2017-12-18,5.0,None,Remote,Low,Not required,None,Partial,None,Application,Ccs Network,Hyperseek Search Engine
269,CVE-1999-1254,,,DoS,1999-03-08,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows 95
269,CVE-1999-1254,,,DoS,1999-03-08,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows 98
269,CVE-1999-1254,,,DoS,1999-03-08,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
270,CVE-1999-1247,,1.0,'+Priv,1999-02-24,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,HP,Hp-ux
271,CVE-1999-1246,,,'+Priv,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Site Server
272,CVE-1999-1245,,,'+Info,1999-04-06,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Ucd-snmp,Ucd-snmp
273,CVE-1999-1244,,,,1999-04-15,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Darren Reed,Ipfilter
274,CVE-1999-1241,,,Exec Code,1999-05-06,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Microsoft,IE
275,CVE-1999-1237,,,Exec Code Overflow,1999-06-06,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Apache,Http Server
276,CVE-1999-1236,,,'+Priv,1999-10-01,2017-12-18,4.6,None,Local,Low,Not required,Partial,Partial,Partial,Application,True North,Internet Anywhere Mail Server
277,CVE-1999-1235,,,,1999-08-25,2017-12-18,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Microsoft,IE
278,CVE-1999-1234,,,DoS,1999-10-26,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
279,CVE-1999-1233,,,,1999-12-31,2018-10-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Microsoft,Internet Information Server
280,CVE-1999-1231,,,,1999-06-09,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,Application,SSH,Ssh2
281,CVE-1999-1227,,,,1999-07-30,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,Ethereal Group,Ethereal
282,CVE-1999-1226,,,DoS Exec Code,1999-10-28,2017-10-09,2.6,None,Remote,High,Not required,None,None,Partial,Application,Netscape,Communicator
283,CVE-1999-1223,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Internet Information Server
284,CVE-1999-1222,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
285,CVE-1999-1206,,,Exec Code,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Systemsoft,Systemwizard
286,CVE-1999-1203,,,DoS,1999-02-12,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Ascend,Multilink Ppp For Isdn
287,CVE-1999-1201,,,DoS,1999-02-06,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows 95
287,CVE-1999-1201,,,DoS,1999-02-06,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows 98
288,CVE-1999-1196,,,DoS,1999-04-07,2008-09-05,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Hummingbird,Exceed
289,CVE-1999-1195,,,,1999-05-05,2016-10-17,5.1,None,Remote,High,Not required,Partial,Partial,Partial,Application,Network Associates,Virusscan
290,CVE-1999-1190,,,Exec Code Overflow,1999-11-15,2008-09-05,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Application,Admiral Systems,Emailclub
291,CVE-1999-1189,,,DoS Exec Code Overflow,1999-11-24,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Netscape,Communicator
291,CVE-1999-1189,,,DoS Exec Code Overflow,1999-11-24,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Application,Netscape,Navigator
292,CVE-1999-1180,,,Exec Code,1999-02-16,2008-09-10,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Oreilly,Website
292,CVE-1999-1180,,,Exec Code,1999-02-16,2008-09-10,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Oreilly,Website Pro
293,CVE-1999-1177,,,Dir. Trav.,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,Partial,None,Application,Lincoln D. Stein,Nph-publish
294,CVE-1999-1175,,,,1999-12-31,2017-10-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,OS,Cisco,IOS
295,CVE-1999-1172,,,,1999-01-14,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,None,Application,Maximizer,Maximizer Enterprise
296,CVE-1999-1171,,,'+Priv,1999-02-02,2019-08-13,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Ipswitch,Imail
296,CVE-1999-1171,,,'+Priv,1999-02-02,2019-08-13,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Progress,Ipswitch Ws Ftp Server
297,CVE-1999-1170,,,'+Priv,1999-01-02,2019-08-13,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Ipswitch,Imail
297,CVE-1999-1170,,,'+Priv,1999-01-02,2019-08-13,4.6,User,Local,Low,Not required,Partial,Partial,Partial,Application,Progress,Ipswitch Ws Ftp Server
298,CVE-1999-1169,,,DoS,1999-02-04,2008-09-10,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Flavio Veloso,Nobo
299,CVE-1999-1168,,,,1999-02-20,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,ISS,Internet Security Scanner
300,CVE-1999-1167,,,XSS,1999-12-31,2008-09-05,6.4,None,Remote,Low,Not required,Partial,Partial,None,Application,Third Voice,Third Voice Web
301,CVE-1999-1166,,,'+Priv,1999-07-11,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,OS,Linux,Linux Kernel
302,CVE-1999-1165,,,'+Priv,1999-07-21,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Application,GNU,Fingerd
303,CVE-1999-1164,,,DoS,1999-06-25,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Outlook
303,CVE-1999-1164,,,DoS,1999-06-25,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Outlook Express
304,CVE-1999-1163,,,,1999-11-24,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Hardware,HP,9000
305,CVE-1999-1157,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
306,CVE-1999-1156,,,DoS,1999-05-17,2018-05-02,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Bisonware,Bisonware Ftp Server
307,CVE-1999-1148,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,Application,Microsoft,Internet Information Server
308,CVE-1999-1132,,,DoS,1999-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,OS,Microsoft,Windows Nt
309,CVE-1999-1130,,,,1999-07-30,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,Application,Netscape,Enterprise Server
310,CVE-1999-1129,,,,1999-09-01,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Hardware,Cisco,Catalyst 2900 Vlan
