#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,CVE_Link
184,CVE-1999-1450,,,'+Priv,1999-01-27,2008-09-10,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1450/
185,CVE-1999-1444,,,,1999-12-31,2008-09-10,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1444/
186,CVE-1999-1440,,,,1999-01-01,2016-10-17,5.1,None,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-1440/
187,CVE-1999-1430,,,,1999-01-01,2016-10-17,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-1430/
188,CVE-1999-1422,,,,1999-01-02,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1422/
189,CVE-1999-1418,,,,1999-05-01,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1418/
190,CVE-1999-1414,,,'+Priv,1999-05-25,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1414/
191,CVE-1999-1412,,,DoS,1999-06-03,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1412/
192,CVE-1999-1405,,,Exec Code,1999-02-17,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1405/
193,CVE-1999-1400,,,Bypass,1999-06-03,2016-10-17,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-1400/
194,CVE-1999-1397,,,'+Info,1999-03-23,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1397/
195,CVE-1999-1394,,,,1999-07-02,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-1394/
196,CVE-1999-1393,,,Bypass,1999-05-21,2008-09-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1393/
197,CVE-1999-1386,,,,1999-12-31,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-1386/
198,CVE-1999-1382,,,'+Priv,1999-12-31,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1382/
199,CVE-1999-1379,,,,1999-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1379/
200,CVE-1999-1378,,,,1999-07-19,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1378/
201,CVE-1999-1377,,,,1999-09-09,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1377/
202,CVE-1999-1376,,,Exec Code Overflow,1999-01-14,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1376/
203,CVE-1999-1375,,,,1999-02-11,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1375/
204,CVE-1999-1372,,,'+Priv,1999-02-19,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1372/
205,CVE-1999-1371,,,Overflow +Priv,1999-03-08,2018-10-30,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1371/
206,CVE-1999-1370,,,,1999-03-23,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1370/
207,CVE-1999-1369,,,'+Priv,1999-04-14,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1369/
208,CVE-1999-1368,,,,1999-05-12,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1368/
209,CVE-1999-1367,,,,1999-05-06,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1367/
210,CVE-1999-1366,,,,1999-05-15,2016-10-17,3.6,None,Local,Low,Not required,Partial,Partial,None,/cve/CVE-1999-1366/
211,CVE-1999-1365,,,'+Priv Bypass,1999-06-28,2017-10-25,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1365/
212,CVE-1999-1364,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-1364/
213,CVE-1999-1363,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-1363/
214,CVE-1999-1362,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-1362/
215,CVE-1999-1360,,,DoS,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-1360/
216,CVE-1999-1359,,,Bypass,1999-12-31,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1359/
217,CVE-1999-1358,,,Bypass,1999-12-31,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1358/
218,CVE-1999-1357,,,XSS,1999-10-05,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1357/
219,CVE-1999-1356,,,,1999-09-02,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1356/
220,CVE-1999-1355,,,,1999-12-31,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1355/
221,CVE-1999-1354,,,,1999-08-30,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1354/
222,CVE-1999-1353,,,'+Priv,1999-09-07,2017-04-28,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1353/
223,CVE-1999-1352,,,'+Priv,1999-09-28,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1352/
224,CVE-1999-1351,,,Dir. Trav.,1999-09-24,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1351/
225,CVE-1999-1350,,,'+Priv,1999-09-29,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1350/
226,CVE-1999-1349,,,DoS,1999-10-06,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1349/
227,CVE-1999-1348,,,DoS,1999-06-30,2016-10-17,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-1348/
228,CVE-1999-1347,,,Bypass,1999-10-07,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1347/
229,CVE-1999-1346,,,,1999-10-07,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1346/
230,CVE-1999-1345,,,,1999-10-05,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1345/
231,CVE-1999-1344,,,,1999-10-05,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1344/
232,CVE-1999-1343,,,DoS,1999-10-13,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1343/
233,CVE-1999-1342,,,DoS,1999-10-17,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1342/
234,CVE-1999-1341,,,,1999-10-22,2018-09-11,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1341/
235,CVE-1999-1340,,,Overflow +Priv,1999-11-04,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1340/
236,CVE-1999-1339,,,DoS,1999-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1339/
237,CVE-1999-1338,,,,1999-07-21,2016-10-17,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-1338/
238,CVE-1999-1337,,,'+Priv,1999-08-01,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1337/
239,CVE-1999-1336,,,DoS,1999-08-12,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1336/
240,CVE-1999-1335,,,,1999-12-31,2017-10-09,6.4,None,Remote,Low,Not required,Partial,Partial,None,/cve/CVE-1999-1335/
241,CVE-1999-1334,,,Exec Code Overflow,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1334/
242,CVE-1999-1333,,,Exec Code,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1333/
243,CVE-1999-1332,,,,1999-12-31,2016-10-17,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-1332/
244,CVE-1999-1331,,,DoS,1999-12-31,2008-09-10,2.1,None,Local,Low,Not required,None,None,Partial,/cve/CVE-1999-1331/
245,CVE-1999-1330,,,Overflow,1999-12-31,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1330/
246,CVE-1999-1329,,,Overflow +Priv,1999-12-31,2008-09-10,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1329/
247,CVE-1999-1328,,,,1999-12-31,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1328/
248,CVE-1999-1327,,,Overflow +Priv,1999-12-31,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1327/
249,CVE-1999-1325,,,'+Priv,1999-12-31,2017-10-09,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1325/
250,CVE-1999-1324,,,,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1324/
251,CVE-1999-1323,,,,1999-04-09,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1323/
252,CVE-1999-1320,,,'+Priv,1999-12-31,2008-09-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1320/
253,CVE-1999-1317,,,'+Priv,1999-12-31,2017-10-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1317/
254,CVE-1999-1316,,,,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1316/
255,CVE-1999-1315,,,DoS +Priv,1999-12-31,2008-09-05,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1315/
256,CVE-1999-1307,,,'+Priv,1999-12-31,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1307/
257,CVE-1999-1300,,,,1999-12-31,2008-09-05,3.6,None,Local,Low,Not required,Partial,Partial,None,/cve/CVE-1999-1300/
258,CVE-1999-1294,,,,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-1294/
259,CVE-1999-1293,,,DoS,1999-12-31,2016-10-17,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1293/
260,CVE-1999-1290,,,DoS Exec Code Overflow,1999-12-31,2017-10-09,5.1,None,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-1290/
261,CVE-1999-1287,,,,1999-12-31,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1287/
262,CVE-1999-1279,,,,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1279/
263,CVE-1999-1268,,,,1999-01-06,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1268/
264,CVE-1999-1264,,,,1999-01-21,2017-12-19,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1264/
265,CVE-1999-1260,,,'+Info,1999-02-15,2017-12-18,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1260/
266,CVE-1999-1259,,,'+Info,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-1259/
267,CVE-1999-1256,,,,1999-03-04,2017-12-18,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1256/
268,CVE-1999-1255,,,,1999-02-19,2017-12-18,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-1255/
269,CVE-1999-1254,,,DoS,1999-03-08,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1254/
270,CVE-1999-1247,,1,'+Priv,1999-02-24,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1247/
271,CVE-1999-1246,,,'+Priv,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1246/
272,CVE-1999-1245,,,'+Info,1999-04-06,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1245/
273,CVE-1999-1244,,,,1999-04-15,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1244/
274,CVE-1999-1241,,,Exec Code,1999-05-06,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1241/
275,CVE-1999-1237,,,Exec Code Overflow,1999-06-06,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1237/
276,CVE-1999-1236,,,'+Priv,1999-10-01,2017-12-18,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1236/
277,CVE-1999-1235,,,,1999-08-25,2017-12-18,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1235/
278,CVE-1999-1234,,,DoS,1999-10-26,2017-12-18,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1234/
279,CVE-1999-1233,,,,1999-12-31,2018-10-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1233/
280,CVE-1999-1231,,,,1999-06-09,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1231/
281,CVE-1999-1227,,,,1999-07-30,2017-12-18,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1227/
282,CVE-1999-1226,,,DoS Exec Code,1999-10-28,2017-10-09,2.6,None,Remote,High,Not required,None,None,Partial,/cve/CVE-1999-1226/
283,CVE-1999-1223,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1223/
284,CVE-1999-1222,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1222/
285,CVE-1999-1206,,,Exec Code,1999-12-31,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1206/
286,CVE-1999-1203,,,DoS,1999-02-12,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1203/
287,CVE-1999-1201,,,DoS,1999-02-06,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1201/
288,CVE-1999-1196,,,DoS,1999-04-07,2008-09-05,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1196/
289,CVE-1999-1195,,,,1999-05-05,2016-10-17,5.1,None,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-1195/
290,CVE-1999-1190,,,Exec Code Overflow,1999-11-15,2008-09-05,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1190/
291,CVE-1999-1189,,,DoS Exec Code Overflow,1999-11-24,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1189/
292,CVE-1999-1180,,,Exec Code,1999-02-16,2008-09-10,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1180/
293,CVE-1999-1177,,,Dir. Trav.,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-1177/
294,CVE-1999-1175,,,,1999-12-31,2017-10-09,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1175/
295,CVE-1999-1172,,,,1999-01-14,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,None,/cve/CVE-1999-1172/
296,CVE-1999-1171,,,'+Priv,1999-02-02,2019-08-13,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1171/
297,CVE-1999-1170,,,'+Priv,1999-01-02,2019-08-13,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1170/
298,CVE-1999-1169,,,DoS,1999-02-04,2008-09-10,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1169/
299,CVE-1999-1168,,,,1999-02-20,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1168/
300,CVE-1999-1167,,,XSS,1999-12-31,2008-09-05,6.4,None,Remote,Low,Not required,Partial,Partial,None,/cve/CVE-1999-1167/
301,CVE-1999-1166,,,'+Priv,1999-07-11,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1166/
302,CVE-1999-1165,,,'+Priv,1999-07-21,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1165/
303,CVE-1999-1164,,,DoS,1999-06-25,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1164/
304,CVE-1999-1163,,,,1999-11-24,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1163/
305,CVE-1999-1157,,,DoS,1999-12-31,2017-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1157/
306,CVE-1999-1156,,,DoS,1999-05-17,2018-05-02,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1156/
307,CVE-1999-1148,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1148/
308,CVE-1999-1132,,,DoS,1999-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1132/
309,CVE-1999-1130,,,,1999-07-30,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1130/
310,CVE-1999-1129,,,,1999-09-01,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1129/
311,CVE-1999-1127,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1127/
312,CVE-1999-1126,,,'+Info,1999-12-31,2017-12-18,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-1126/
313,CVE-1999-1124,,,Bypass,1999-12-31,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1124/
314,CVE-1999-1117,,,,1999-12-31,2017-10-09,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-1117/
315,CVE-1999-1112,,,Exec Code Overflow,1999-11-09,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1112/
316,CVE-1999-1111,,,Overflow Bypass,1999-11-09,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1111/
317,CVE-1999-1110,,,,1999-11-14,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1110/
318,CVE-1999-1109,,,DoS,1999-12-22,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1109/
319,CVE-1999-1105,,,,1999-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1105/
320,CVE-1999-1104,,,'+Priv,1999-12-31,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1104/
321,CVE-1999-1102,,,,1999-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,None,/cve/CVE-1999-1102/
322,CVE-1999-1101,,,'+Priv,1999-02-19,2008-09-09,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1101/
323,CVE-1999-1100,,,,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1100/
324,CVE-1999-1097,,,,1999-05-04,2017-12-18,6.4,None,Remote,Low,Not required,Partial,Partial,None,/cve/CVE-1999-1097/
325,CVE-1999-1094,,,Exec Code Overflow,1999-12-31,2017-10-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1094/
326,CVE-1999-1093,,,Exec Code Overflow,1999-12-31,2018-10-12,5.1,None,Remote,High,Not required,Partial,Partial,Partial,/cve/CVE-1999-1093/
327,CVE-1999-1092,,,,1999-11-17,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1092/
328,CVE-1999-1087,,,,1999-12-31,2018-10-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1087/
329,CVE-1999-1086,,,'+Priv,1999-07-15,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1086/
330,CVE-1999-1084,,,,1999-12-31,2018-10-12,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1084/
331,CVE-1999-1083,,,Dir. Trav.,1999-10-08,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1083/
332,CVE-1999-1082,,,Dir. Trav.,1999-10-08,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1082/
333,CVE-1999-1079,,,'+Priv,1999-05-06,2016-10-17,4.6,User,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1079/
334,CVE-1999-1078,,,'+Priv,1999-07-29,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1078/
335,CVE-1999-1077,,,Bypass,1999-11-01,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1077/
336,CVE-1999-1076,,,Bypass,1999-10-26,2016-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1076/
337,CVE-1999-1074,,,'+Priv,1999-12-31,2008-09-09,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1074/
338,CVE-1999-1066,,,,1999-12-22,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1066/
339,CVE-1999-1065,,,DoS Exec Code,1999-11-04,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1065/
340,CVE-1999-1064,,,DoS Exec Code Overflow,1999-08-22,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1064/
341,CVE-1999-1063,,,Exec Code,1999-06-01,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1063/
342,CVE-1999-1060,,,DoS Exec Code Overflow,1999-02-17,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1060/
343,CVE-1999-1058,,,DoS Exec Code Overflow,1999-11-22,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1058/
344,CVE-1999-1055,,,Exec Code,1999-12-31,2018-10-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1055/
345,CVE-1999-1053,,,Exec Code,1999-09-13,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1053/
346,CVE-1999-1052,,,,1999-08-24,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1052/
347,CVE-1999-1051,,,,1999-11-16,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1051/
348,CVE-1999-1050,,,Dir. Trav.,1999-11-12,2017-12-18,5.0,None,Remote,Low,Not required,Partial,None,None,/cve/CVE-1999-1050/
349,CVE-1999-1049,,,,1999-02-21,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1049/
350,CVE-1999-1047,,,Bypass,1999-10-18,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1047/
351,CVE-1999-1046,,,DoS Exec Code Overflow,1999-03-01,2017-12-18,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1046/
352,CVE-1999-1043,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1043/
353,CVE-1999-1042,,,,1999-12-31,2008-09-05,1.2,None,Local,High,Not required,Partial,None,None,/cve/CVE-1999-1042/
354,CVE-1999-1035,,,DoS,1999-12-31,2018-10-12,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1035/
355,CVE-1999-1033,,,,1999-05-11,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1033/
356,CVE-1999-1031,,,DoS,1999-05-19,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1031/
357,CVE-1999-1030,,,DoS,1999-05-19,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1030/
358,CVE-1999-1029,,,,1999-05-13,2017-12-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1029/
359,CVE-1999-1028,,,DoS,1999-05-28,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1028/
360,CVE-1999-1023,,,,1999-06-10,2018-10-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1023/
361,CVE-1999-1019,,,,1999-06-23,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1019/
362,CVE-1999-1018,,,Bypass,1999-07-27,2016-10-17,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1018/
363,CVE-1999-1017,,,,1999-07-28,2016-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1017/
364,CVE-1999-1016,,,DoS,1999-08-27,2016-10-17,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1016/
365,CVE-1999-1014,,,Overflow +Priv,1999-09-13,2018-10-30,4.6,None,Local,Low,Not required,Partial,Partial,Partial,/cve/CVE-1999-1014/
366,CVE-1999-1013,,,,1999-09-23,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1013/
367,CVE-1999-1012,,,,1999-05-04,2008-09-05,5.0,None,Remote,Low,Not required,None,None,Partial,/cve/CVE-1999-1012/
368,CVE-1999-1011,264,,Exec Code,1999-07-19,2018-10-15,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,/cve/CVE-1999-1011/
369,CVE-1999-1010,,,,1999-12-14,2016-10-17,2.1,None,Local,Low,Not required,Partial,None,None,/cve/CVE-1999-1010/
